title,review,score,mall,date,reviewer
친절하게. 잘배송됫어요 사이즈는작지만 맞는 사이즈 찾,친절하게. 잘배송됫어요 사이즈는작지만 맞는 사이즈 찾기 어렵고 이정도 사이즈 만족 단점 손자국이 잘남아요 소음없어요,100점,SSG.COM,2023.07.20.,kh****
한달사용해보니 조용하고 좋아요 디자인 심플하고 색상도,한달사용해보니 조용하고 좋아요 디자인 심플하고 색상도 맘에들고 ㅎ,100점,SSG.COM,2023.06.14.,wa****
3일만에 받았고 기사님이 넘 친절하고 깔끔하게 설치 잘...,3일만에 받았고 기사님이 넘 친절하고 깔끔하게 설치 잘해주셔서 감사했고 냉장고도 소음도 거의없고 좋아요.,100점,옥션,2023.10.23.,j8****
주택이라 설치하기 힘드셨을텐데끝까지 너무 친절하게 ...,주택이라 설치하기 힘드셨을텐데끝까지 너무 친절하게 설치해주신기사님덕분에 냉장고 더 잘쓸거같네요,100점,홈&쇼핑,2023.09.05.,ch****
가성비 좋아요 원하던 크기라 더 좋아요 설치도 친절하게,가성비 좋아요 원하던 크기라 더 좋아요 설치도 친절하게 잘 해주셨어요. 토요일 구매하고 화요일에 받아서 더욱더 좋았네요,100점,신세계몰,2023.06.01.,ah****
판매자는 cheerupkorea 판매자 주소 : 전북 ...,판매자는 cheerupkorea 판매자 주소 : 전북 익산시 라고 되어있지만 삼성전자 기사님이 오셨을 때 어디에서 오셨죠 물어 보았습니다.00홈쇼핑 영등포 판매자가 보내서 왔다고 하셨습니다. 혹시 배송이 잘못되었나 옥션 고객센터에 상담 했었는데 판매자가 정상적으로 냉장고 제품을 배송 했다는 근거를 확인해 주셔서 옥션을 믿고 구매 확정 했습니다.,60점,옥션,2023.02.14.,sk****
주문하고 일주일도 안되서 받았어요 기사님들 완전 친절하,주문하고 일주일도 안되서 받았어요 기사님들 완전 친절하시고 원래 있던 냉장고 빼고 새거 설치까지 25분정도 걸린듯 냉장고는 색이 어두워서 그런가 생각보다 예뻐요 근데 냉동실이 넘 작음 ㅜㅜ 700리터짜리 냉장고는 왜 안나오는지 ㅜ… 지금 첫날엔 물 흐르는 소리 좀 나더니 이제는 조용하네요 굿 ~,100점,신세계몰,2023.01.15.,ja****
적당한사이즈 저렴하게 구매했습니다 그런데 문한곳에 찍힌,적당한사이즈 저렴하게 구매했습니다 그런데 문한곳에 찍힌자국이있어 마음이 좀 안좋아요 그외 만족합니다,100점,SSG.COM,2023.08.02.,by****
약속시간정확하시고 친절한 제품설명과 빠른 설치 감사합,약속시간정확하시고 친절한 제품설명과 빠른 설치 감사합니다,100점,SSG.COM,2023.09.22.,wh****
지정된날짜에 신속히 설치해주시고 설치기사님 친절하시고~,지정된날짜에 신속히 설치해주시고 설치기사님 친절하시고~제품좋고~역시 삼성제품 짱이네요^^,100점,SSG.COM,2023.09.09.,se****
요즘 초대형싸이즈만 나와 적당한 거 찾느라 여러날 ...,요즘 초대형싸이즈만 나와 적당한 거 찾느라 여러날 고생했는데 유일하네요. 색상 밝은것과 용량이 700리터대도 선택할 수 있으면 좋겠어요. 문 좁은 집엔 큰거 못들어가요. 효율도 1등급으로 만들면 좋겠어요. 배송 빠르고 기사님들 무거운데도 밝게 일하고 가격도 좋았어요. 만족합니다.,100점,롯데홈쇼핑,2023.04.26.,ha****
기대이상,냉장고 규격때문에 구매하게 되었는데 소리도 조용하고 기대이상으로 만족스러운 제품입니다.,100점,G마켓,2023.11.13.,ki****
엄청빠른배송!넘 좋네요. 가로800사이즈 문을 통과하는,엄청빠른배송!넘 좋네요. 가로800사이즈 문을 통과하는 작은사이즈 냉장고를 찾았는데 이 제품이 딱이었어요. 튼튼해보이고 오래 잘 쓸것같습니다.,100점,SSG.COM,2023.09.29.,si****
최고의 냉장고,가격완전 좋고크기도 저한테 맞춤형이에요이쁘고진짜 만족합니다,100점,G마켓,2023.10.28.,su****
최고예요,"사용하던 냉장고가 고장나서..644용량 찾다가..주문하고 3일만에 빠르게 배송받았습니다. 미리 연락주셔서 배송 날짜 시간을 정했고, 폐가전도 수거해 가시고, 친절하게 사용 설명까지 해주셨다고 어머니가 매우 만족하셨어요. 삼성! 잘 쓰겠습니다.",100점,11번가,2023.03.06.,er****
"어머님 사드렸는데, 깊이가 깊지않아서 물건 찾기 편하고","어머님 사드렸는데, 깊이가 깊지않아서 물건 찾기 편하고 색깔도 맘에 든다고 아주 좋아하시네요. 600리터대 양문형 냉장고가 많이 없고, 요즘 유행하는 4도어에 800리터대가 많더라구요. 작은 용량의 모델도 많았으면 좋겠네요.",100점,SSG.COM,2023.04.20.,ka****
감사합니다,제품은 아주 만족합니다.이동하기 어려운 구옥인데 조심스레 설치 잘해주셔서 감사합니다~,100점,G마켓,2023.10.07.,ha****
작은사이즈찾다가 적당한사이즈 찾아 구매합니다 전반적으로,작은사이즈찾다가 적당한사이즈 찾아 구매합니다 전반적으로 만족합니다,100점,SSG.COM,2023.08.02.,by****
냉장고 너무 예뻐요,사진으로는 회색으로 보이네요반짝이는것처럼 보이는데 무광으로 고급스러워요설치한지 3일째 되는데 용량 작은걸로 사길 잘한것같아요이전 냉장고에 있던 내용물이 거의다 들어가요깊이가 얕아 주방 공간이 더 넓어져서 좋아요,100점,G마켓,2022.12.19.,tl****
아파트 중문이 작아서 어쩔수 없이 600리터대의 냉장고...,"아파트 중문이 작아서 어쩔수 없이 600리터대의 냉장고를 구입, 기존 700리터대 사용중이었기에 확실히 작긴하지만 냉톡튀없고 차분한 느낌임.",100점,홈&쇼핑,2023.06.10.,jo****
칼배송에 가격저렴 기사님들 친절 마이너스가 1도,칼배송에 가격저렴 기사님들 친절 마이너스가 1도 없네요,100점,SSG.COM,2023.07.28.,ma****
색상이 짙어서 걱정했는데 생각보다 주방에 포인트가 되네...,색상이 짙어서 걱정했는데 생각보다 주방에 포인트가 되네요. 냉툭튀도 없고요. 오래 쓸 수 있기를 기원합니다.,100점,옥션,2023.10.16.,kj****
기존 사용하던 690리터 냉장고에 비해 냉동실이 작은,기존 사용하던 690리터 냉장고에 비해 냉동실이 작은 듯 해요. 충분히 수납은 돼서 사용하는데 지장은 없어요. 냉장실은 비슷해요. 배송은 이틀 걸렸고 기존 제품 수거랑 설치 친절하게 잘해주셨어요.,100점,SSG.COM,2023.03.09.,dd****
냉장고 용량이 작은게 없어 고민하다 구매 했어요 냉장고,냉장고 용량이 작은게 없어 고민하다 구매 했어요 냉장고 잘 되고 성능도 좋아요 다마 에너지 효율이 2등급 이여서 좀 아쉽네요 배달 기사님 너무 친절하셔서 냉장고 산게 두배로 좋았습니다 감사합니다,100점,SSG.COM,2023.03.16.,sm****
최고예요 써게 잘 샀어여 배송해주신 기사님도 너무 친,최고예요 써게 잘 샀어여 배송해주신 기사님도 너무 친절하시고 만족해여,100점,SSG.COM,2023.08.01.,ti****
3주가 넘어도 오지않고 환불도 요청하고 문의도 했는데답...,3주가 넘어도 오지않고 환불도 요청하고 문의도 했는데답변도 없고 환불처리도 되지 않고있습니다 빠른 답변 및 환불 바랍니다,20점,옥션,2023.09.03.,qh****
우리집에 꼭 맞는 용량이고 디자인 성능 모두 ...,우리집에 꼭 맞는 용량이고 디자인 성능 모두 마음에 들어요 설치기사님의 친절하고 빨른배송 설치 모두 감사합니다 앞으로 20년 간 잘사용할수 있기를 바랍니다,100점,롯데홈쇼핑,2022.12.25.,kh****
빠르게 설치 해주시고 기사님들 친절하시고 원하던 제품 ...,빠르게 설치 해주시고 기사님들 친절하시고 원하던 제품 잘삿습니다. 미니멀해지고 싶어 구입한거라 잘쓰겟습니다,100점,옥션,2023.10.22.,po****
상품평대로 설치기사님이 무척 친절하시고 설명도 잘 해주,상품평대로 설치기사님이 무척 친절하시고 설명도 잘 해주시네요 크기가 좋아서 더 큰 사이즈보다 가격이 비싸도 이걸로 구입했어요 그런데 구입하고나니 가격이 조금 내렸네요 왜 항상 이런지,100점,신세계몰,2023.03.06.,mj****
정말 마음에 듭니다^^,배송두 빠르고요 저희집이 경사가 심하고 각이 져서 설치가 엄청 어려운 곳이 었는데기사님 두분이 정말 잘 설치 해주셨습니다힘이 많이 들었울텐데 불평없이 설치해주신 기사님들께 정말 감사드립니다,100점,G마켓,2023.04.17.,ye****
최고예요,"용량 넘 큰 냉장고보단 적당한 크기 원해서 주문했는데~ 사이즈, 공간 다 만족스럽네요. 가성비도 좋고 배송도 빠르고, 설치도 잘해주셨네요.",100점,11번가,2023.04.21.,ye****
아주 만족하면서 사용하고있습니다넓어요! 소리는 첫날 ...,아주 만족하면서 사용하고있습니다넓어요! 소리는 첫날 말곤 조용한거같아요,100점,옥션,2023.10.22.,oh****
저희집에 용량 적지않아요.기사님 더운날씨에 친절하시...,저희집에 용량 적지않아요.기사님 더운날씨에 친절하시고 감사합니다.,100점,홈&쇼핑,2023.09.06.,lo****
아주 좋아요 색상도 인터넷으로 볼때보다 훨씬 이쁘네요~...,아주 좋아요 색상도 인터넷으로 볼때보다 훨씬 이쁘네요~~,100점,옥션,2023.05.31.,wo****
이사하면서 냉장고를 새로 구입했는데... 설치 기사님이,"이사하면서 냉장고를 새로 구입했는데... 설치 기사님이 넘 친절하셔서 좋았고~ 냉장고도 사이즈, 수납양 등등... 넘 만족합니다~!^^",100점,SSG.COM,2023.04.21.,yu****
용량 작은걸 찾고 있었는데딱이네요배송기사님 ...,용량 작은걸 찾고 있었는데딱이네요배송기사님 완전 친절 하셔서 더없이 좋아요,100점,롯데홈쇼핑,2023.06.19.,ha****
주문하고 다음날 받았습니다..배송 정말 빠르네요..좁아,주문하고 다음날 받았습니다..배송 정말 빠르네요..좁아서 설치어려운데 신발장 문 제거하고 설치하고 다시 또 붙여주시고 고생많이 하셨네요..어머니가 흡족해 하시네요.,100점,SSG.COM,2022.12.17.,sm****
부모님 댁 냉장고가 오래되어 바꿔드렸는데 색상도 디자인,부모님 댁 냉장고가 오래되어 바꿔드렸는데 색상도 디자인도 사이즈도 마음에 드신다고 만족하십니다. 할인받아 잘 산 것 같네요~ 많이 파세요!,100점,신세계몰,2023.02.14.,je****
추천 예뻐요,냉장고장 앞으로 튀어 나오는게 싫어 600L 용량으로 주문했는데 예쁘고 배송기사님도 친절하시고 좋았어요남은 공간에는 틈새장 설치해서 마무리 하려구요 ㅎㅎ,100점,G마켓,2023.01.25.,u1****
배송 엄청 빨랐구요^^기사님도 엄청 친절하세요~1시...,배송 엄청 빨랐구요^^기사님도 엄청 친절하세요~1시간 있다가 음식물 넣으라고해서기다리는중요~사이즈도 좋고 좋네요,100점,옥션,2023.06.08.,ok****
4/6 구입 4/8 배송예정인데 마음의 준비가 안되어서,4/6 구입 4/8 배송예정인데 마음의 준비가 안되어서 ㅋㅋㅋ 4/10 배송받았습니다 지방인데 배송 진짜 빠르네요 기사님들 너무 친절하셨구요 냉장고도 너무 예뻐요 ^^,100점,신세계몰,2023.04.10.,ne****
배송도 아주 빠르고 설치기사님 아주 친절하십니다. 감사,배송도 아주 빠르고 설치기사님 아주 친절하십니다. 감사합니다,100점,SSG.COM,2023.09.19.,os****
배송도 빠르고 냉장고도 너무 좋네요,배송도 빠르고 냉장고도 너무 좋네요,100점,옥션,2023.06.19.,qn****
제품도 좋고 배송도 삘라요. 설치 기사님도 친절하시고,제품도 좋고 배송도 삘라요. 설치 기사님도 친절하시고 수평도 잘 맞춰주였어요,100점,SSG.COM,2023.07.24.,to****
600리터대 냉장고 찾기가 어려운데 가격과 디자인 ...,600리터대 냉장고 찾기가 어려운데 가격과 디자인 모두 맘에 들어요 배송날짜도 원하는 날에 딱 맞춰주시고 감사합니다. 오래오래 잘 사용할랍니다.,100점,롯데홈쇼핑,2022.10.16.,ge****
용량은 좀 작긴한데 깨끗하고 좋아요~...,용량은 좀 작긴한데 깨끗하고 좋아요~,80점,홈&쇼핑,2023.07.21.,sk****
월요일날 냉장고 고장나서 바로 주문했는데 목욜날 왔습니,월요일날 냉장고 고장나서 바로 주문했는데 목욜날 왔습니다~ 생각보다 빨리 와서 너무 다행이었구요 . 기사님들이 알아서 잘 설치해주셔서 너무 감사했습니다.,100점,SSG.COM,2023.04.13.,hy****
가격대비 성능 좋아요,좋아요 얼음 잘 얼고 수납공간도 깔끔하고추천해요,100점,인터파크,2023.06.03.,rk****
"작은 냉장고 찾다 디자인도 괜찮고 해서 주문했는데, 희","작은 냉장고 찾다 디자인도 괜찮고 해서 주문했는데, 희망 배송일에 도착했고, 기사님들이 많이 친절하시고 냉장고도 마음에 듭니다.",100점,SSG.COM,2022.12.03.,ha****
최고예요,색상좋고 조용하고 좋아요~,100점,11번가,2023.10.24.,rn****
깔끔해요,블랙 칼라 처음 사용해보는데 깔끔하고 좋아요친절하게 설치 잘 해주시고 폐가전 수거도 해주셔서 정말 좋았어요 냉장 냉동 잘 작동해요,80점,G마켓,2023.02.11.,an****
좋아요,비ㅣ송빠르고 어려웠지만 설치도 잘됐네요,100점,G마켓,2023.07.17.,ma****
냉장고 정말 괜찮아요,냉장고 정말 괜찮아요,80점,신세계라이브쇼핑,2023.08.11.,j*****
어떤한 제품인지 걱정 했는데 받이보니 디자인도 깔끔하고...,어떤한 제품인지 걱정 했는데 받이보니 디자인도 깔끔하고 색상도 예뻐요설치가님 친절하시고 사용설명도 만점 ^^잘 사용하겠습니다,100점,옥션,2023.01.09.,wj****
배송기사님이 전화상담할때 매우 친절하셨어요.,"배송기사님이 전화상담할때 매우 친절하셨고요, 배송빨랐습니다. 금요일 시키고 월요일 설치.시댁 사드린거라 실물은 못봤지만 사진처럼 예쁘겠지요~^^",80점,G마켓,2023.04.17.,em****
컬러도 예쁘고 사이즈가 적당하네요....,컬러도 예쁘고 사이즈가 적당하네요.,100점,홈&쇼핑,2023.06.20.,me****
요청한 날짜에 정확히 배송받았습니다 600리터짜리 냉,요청한 날짜에 정확히 배송받았습니다 600리터짜리 냉장고가 별로 없어서 선택의 여지가 없었는데 사용해봐여 알겠지만 일단은 잘 산것 같네요,100점,신세계몰,2022.11.25.,na****
최고예요,부모님댁 냉장고 바꿔드렸는대 깔끔하게잘설치했고 사이즈도 아담한 양문형이라부모님 두분쓰시기에 부족함없이적당한거같네요,100점,11번가,2023.01.26.,jb****
제품,배송 빠르고 상품 만족합니다.,80점,G마켓,2023.11.21.,di****
배송 기사님들도 친절하고 냉장고도 좋은거같아요,배송 기사님들도 친절하고 냉장고도 좋은거같아요,100점,신세계라이브쇼핑,2023.08.04.,h*****
최고예요,정확한 날짜에 배송 와서 매우 좋았고디자인도 고급스럽고 매우 만족합니다그리고 설치기사님 매우 친절하십니다,100점,11번가,2023.03.03.,tk****
냉장고도 마으메 들고 기사님도 너무 친절하게 잘해주...,냉장고도 마으메 들고 기사님도 너무 친절하게 잘해주셔서 좋았습니다2층이라 사다리차를 이용해서 옮겨주시고 깔끔하게 잘 해주셨습니다,100점,롯데홈쇼핑,2022.10.26.,le****
우선 만족스런 가격! 빠른배송! 친절한 배송설치 기사님,우선 만족스런 가격! 빠른배송! 친절한 배송설치 기사님! 이틀째이지만 만족스런 제품! 이 정도면 됐죠?,100점,신세계몰,2023.01.18.,de****
아주 좋아요 기사님들도. 친절하게 설치해 주고가셨어...,아주 좋아요 기사님들도. 친절하게 설치해 주고가셨어요,100점,옥션,2023.10.14.,ju****
크기도 적당하고 디자인도 좋고 쓰기도 편합니다.배송도...,크기도 적당하고 디자인도 좋고 쓰기도 편합니다.배송도 엄청 빨랐어요. 설치도 잘 해주셨고 만족합니다~,100점,옥션,2022.12.15.,iz****
값에 비해 냉장고 쓰임새가 좋아요,값에 비해 냉장고 쓰임새가 좋아요,100점,옥션,2023.08.07.,ph****
부모님 댁에 배송요청 하였는데.. 생각보다 빨리 설치하...,부모님 댁에 배송요청 하였는데.. 생각보다 빨리 설치하셨네요..부모님께서 만족하시는 것 같습니다.,100점,옥션,2023.02.22.,wn****
사이즈는 괜찮고 좋은데 색깔이 좀 칙칙하네요,사이즈는 괜찮고 좋은데 색깔이 좀 칙칙하네요,100점,SSG.COM,2023.05.26.,xi****
빠른배송 기사님의 친절한 모두 만족합니다,빠른배송 기사님의 친절한 모두 만족합니다,100점,옥션,2023.10.16.,ky****
"빠른 배송과 설치.사다리차, 폐가전수거 무료....","빠른 배송과 설치.사다리차, 폐가전수거 무료.용량은 작아도 편리한 수납공간.잘샀음.",100점,롯데홈쇼핑,2023.02.16.,by****
냉장고 잘 받았습니다.,냉장고 잘 받았습니다.,100점,옥션,2023.10.15.,vo****
가성비 대비 좋아요,가성비 대비 좋아요,100점,SSG.COM,2023.10.07.,lh****
ㅇㅇ 빨리받아서,너무 좋다. 쓱싹설치 개굿임,100점,G마켓,2023.07.28.,ko****
최악이에요,"6/30일 주문해서드디어 7/13일 설치했습니다. LG공식대리점이라 뭔가 믿음직해서 주문을 했습니다. 희망배송일 입력도 있고해서 이사날짜(6일)에 맞춰서 주문을 했습니다.같은날 하*마트에도 하나 주문을 넣었습니다. 하*마트에서는 바로 월요일에 문자가 왔습니다. 주문 다음날 배송가능하다고~그래서 날짜를 미뤄서 확정을 했고 정확하게 배송이 되었습니다. 여기 대리점에서 주문한 제품은 감감무소식...........희망배송일있으니 문제없이 되나보다........착각했습니다. 이사당일 소식없어서 연락해봤더니, 주말이라 또 철저하게 상담센터 운영안합니다. 평일도 10시이후에나 5시까지만 상담가능합니다. 이사당일 결국 음식 모두 버리고 냉장고 못받고 주말지나서 평일날 진상을 피웠더니 모두 고객 잘못이랍니다. 인정합니다. 제가바빠서 먼저 확인전화도 못했고, 분명히 늦을수 있다는 주문시 상품안내란에 공고했음에도 제가 그걸 안읽은 탓이었습니다. 하*마트처럼 해피콜같은 안내문자나 전화가 올거라 미리 착각했습니다. 소비자 피해구제신고는 신고하랍니다. (상세내용으로 상품안내에 다 적었으니 고객 귀책이니까 해도 의미없을수 있겠죠.) 최종 설치 배송은 LG물류센터에서 직영으로 배송해주는 점은 좋았습니다. LG물류에서는 바로 문자가 옵니다. 물류기사님들도 설치 전문가라 정말 조심조심 깔끔하게 잘 설치해주고 가셨습니다. 대리점의 대응이 아쉽웠습니다. 냉장고도 잘 동작하고 있습니다. 가성비로 제가 딱 원하는 기능만 있어서 마음에 듭니다. 다만 도어 재질은 좀 반짝거려서 기스같은게 난다면 티가 날수도 있을것 같습니다. 주문하실 분들 주문후에 배송문자 안오면 꼭 먼저 전화로 대리점에 미리미리 확인하시면 됩니다.",20점,11번가,2019.07.13.,S|****
배송은 생각보다 빠르게 왔어요..쓰던 냉장고가 고장나서,"배송은 생각보다 빠르게 왔어요..쓰던 냉장고가 고장나서 급하게 주문한건데.. 리뷰에 늦는다..한달걸렸다는 말이 있어서 불안했는데 다행히도 걱정이 무색했네요..설치기사 분들도 친절했고, 기존에 LG 냉장고 쓰던것도 회수해 주셨어요. 친절하게 내부의 보호 필름도 일일이 제거해주시고, 쓰레기 수거도 해가시고, 평형도 잘 맞춰주셨어요. 기존 냉장고가 갑자기 문이 잘 안닫히고 냉장.냉동이 하나도 안되서 바꾼건데..이번에 교체하면서 보니 아래 평형 맞추는 플라스틱 바퀴가 반토막으로 떨어지면서 균형이 안맞아서 냉장고 문이 틀어진거 같더라구요.. 집이 좁고 냉장고 자리가 정해져있어서 기존에 GE사 양문형 냉장고에서 LG 일반형 냉장고로 쓰고있었는데 양문형은 폭이 더 넓어서 포기하고 또 일반형을 사야하나..하고 있었는데 다행히도 이 제품이 있어서 너무 좋아 구매했어요.. 메탈릭 디자인이 세련되서 너무 마음에 들고 매직스페이스가 있어서 애들 있는 집엔 딱이네요. 냉동실도 냉기가 세어나가지 않을거 같고 수납 칸이 많아서 좋아요. 전력소비도 5단계였는데 2단계라 전기세도 많이 절약되겠죠? 다만 기존보다 용량이 많이 적어지고 냉장실은 수납이 좀 좁아진거같은 느낌이 아쉬워요.. 냉동실은 문짝에 수납할 수 없구요.. 얼음통도 편하긴 한데 한번에 얼리는 양이 좀 작은거 같아요.. 그래도 전체적으로 디자인 만족스럽고 오래 쓸 수 있으면 좋겠어요. 냉장고 하나 바꾸려니 이사하는 분위기로 신경도 쓰이고 체력도 힘드네요.. 음식물 쓰레기 버린것도 몇kg인지.. 냉장도 정리해서 깨끗해지고 좋긴해요..ㅋㅋ",100점,SSG.COM,2021.09.09.,pi****
최고예요,주문번호201910203808303아이디 mama865613년정도 함께한 냉장고를 이제는 보내줘야 했기에...가격 기능 디자인 상품평까지 유명한 사이트는다 뒤져보고 어렵게 결정했습니다.배송: 상품평에 많이 늦는다고 해서 지정일 등록하지 않고 느긋하게 기다렸습니다~ 2주이상 생각했는데 주말끼고 일주일 만에 받았어요^^ 등급: 지인들이 냉장고는 무조건 1등급 이라 길래 조금 고민했습니다. 알아보니 에너지효율등급 기준이 높아 졌더군요 기존 냉장고는 1등급 이였지만 소비전력이 (40kWh/월)디자인: 요즘 나오는건 확실히 예전꺼 보다는 이쁘죠^^;;가격: 동일 제품으로 11번가가 젤 착하네요!!!성능/기능: 양문쓰다가 4도어 신세계 입니다♡-♡ 어디에 뭐가 있는지 눈에 확 들어 오고 냉장실 접이식 선반/서랍식 냉동칸 감동입니다!용량: 기존 냉장고는 686L 사용 했었는데 요건 530L라 제일 고민 되더라구요 실제 받고 사용해보니 이상하게 이게 더 큰거 같네요 신랑도 이게 더 큰거 같다고 하더라 구요 530L 절대 작지 않습니다!!!기타: 배송전날 전화 주시고 당일도 딱 시간 맞춰오시고 두분이 오셔서 깔끔하게 설치하고 사용설명도 친절하게 해주시고 폐가전도 수거해 가셨어요 역시 서비스도 엘지네요♡-♡ 단점은 문짝 자동차 처럼 문콕 할수 있다는데 청소기 돌리때 살살하면 괜찮겠죠~사은품 부탁드려요~~~~^^♡,100점,11번가,2019.11.03.,ma****
최고예요,"주문번호: 201911237689663 아이디: opera7942 송장번호: 1061492051-1.1 역시 lg전자입니다~~^^기존냉장고가 문제가 있어 급히 여기저기 검색하고 오프라인 매장도 둘러보고 최종적으로 가장 신뢰가는 11번가에서 lg전자 공식판매업체인 더베스트지성에서 긴급으로 주문했는데 오호~~ 주문한지 이틀만에 아주 선물같은 깔끔하고 세련되고 고급진 LG5도어 매직스페이스 냉장고가 배송되어 왔어요~~친절하게 응답해 주신 더베스트 지성 5번 상담사님~~~정말~정말 긴급으로 친절히 상담 응대해 주시고 빠른 주문처리로 음식 상하지 않게 도와주셔서 정말 정말 감사드려요~~♡♡^^ 또한 냉장고 칼라와 사이즈와 기능,디자인,수납,고급진 재질, 빠른 배송, 친절하고 꼼꼼한 lg물류센터 기사님들의 배송과 설치~~모든 상황이 감사할 따름입니다~~^^♡^^ 특히 다시한번 11번가와 lg공식판매처인 더베스트지성 상담사 선생님과 아주 친절하시고 꼼꼼하게 점검, 설치해 주신 LG 배송 기사님들께 너무 너무 감사드려요~~^^ 잘 사용할게요~~^^사이즈도 집에 잘 어울리고 아주 고급져요~~상품은 F531S35 냉장고 입니다~~^^ 역시 소중한 쇼핑은 11번가 lg공식 판매업체인 더베스트 지성에서 ~~냉장고는 LG냉장고로 꼬옥~~ 구매하시길 강력히 추천합니다~~ 만족도 최상입니다~^♡^11번가! 더베스트 지성! lg전자! 모두 무궁한 발전과 건승을 기원합니다~^^ 감사합니다~~^♡^ 칼블럭 사은품 꼭 받고 싶어요~~^^ 다산 설치 고객",100점,11번가,2019.11.27.,op****
최고예요,"기존 디오스 2도어 양문형을 쓰다가 4도어에 홈바, uv안심제균탈취가 너무 끌려 매장도 둘러보고 온라인 사이트도 하루에 수십번도 더 들락거리며 검색했었는데 저희집에 냉장고 들어가는 위치가 작아 아무리 봐도 냉툭튀라 보기가 좋지않겠더라구요ㅠㅠ 아쉽지만 이사하면 바꿔야하나 하는 생각으로 마음을 비우고 있는 와중에 세미빌트인을 알게됐고 마침 저렴한 가격이 떠서 고민하지도 않고 바로 구매했습니다 사실 기존 냉장고가 고장도 나지않았고 세미빌트인보다 용량도 커서 멀쩡한 냉장고를 버리기가 아깝더라구요 그래서 김치냉장고 겸으로 쓰려고 주방베란다로 빼줄수있냐고 여쭤봤는데 흔쾌히 알겠다고 하셔서 놀랬습니다 결국은 다시 수거해가는걸로 해서 가져가셨지만 불편한 기색없이 기사님들이 수거해가주셔서 너무 감사하네요 두분 다 너무 좋은 인상에 친절히 설치해주셔서 더 마음에 듭니다 아직 양문형에 익숙해서 냉동실 열때마다 냉장문을 열어 당황하고있지만 이것또한 즐겁습니다조금 작은 용량이라 망설이신다면 요즘 냉장고통 잘 나오니 소분해서 정리하시면 충분할것같고 그때그때 음식해먹으면 용량이 작단 느낌은 들지않을것같아요 또 인테리어겸용으로 소형냉장고도 많이 구매하시던데 그렇게 써도 좋을거같구요~ 예전처럼 오래보관해서 버리는 음식이 있는 냉장고보단 깔끔하게 정리되어 신선한 음식이 있는 냉장고로 제격입니다. 이제 소분 할 통을 구매해야겠어요 예쁘고 실용적인 냉장고 만들어준 lg에 다시 한번 감사드립니다~",100점,11번가,2019.04.29.,ve****
너무 만족합니다.,"G마켓 주문번호 : 3237811586, ID : ptw040505월 20일 수요일 00시 03분에 주문했습니다.그러니까 05월 19일 화요일 밤에 주문한 셈인데요.주문한 당일인 05월 20일 수요일에 물류센터에서 바로 전화가 오더니 바로 제품 발송할 수 있도록 해주신다고 하시더군요.저는 대형가전이어서 물량을 확보하는 문제라든지 기사님 직접 방문하고 하면 그래도 1~2주는 걸릴 거라 생각했는데 웬걸 05월 21일 목요일 어제 바로 기사님이 오전부터 전화가 오더니 점심 먹기도 전에 설치가 완료됐습니다.그러니까 05월 20일 수요일 주문, 05월 21일 목요일에 발송 및 설치가 완료된 셈입니다.당일 주문, 익일 발송 및 설치가 된 거죠.이게 무슨 택배도 아니고 가까운 LG 물류센터에서 바로 출고돼서 LG 본사 직영기사님이 바로 오셔서 설치까지 바로 됐습니다.택배도 이보다 빠를 순 없습니다.국가번호 82의 민족다운 아주 빠른 배송이 너무 마음에 들었습니다.그리고 LG 본사 직영기사님이 빠르고 확실하게 수평계까지 맞추신 후 설치해주셨고 냉장고 사용법 등 너무 친절하게 응대해주셨습니다.당연히 마스크도 쓰셨고요.제품은 말할 것도 없이 백색가전의 LG답게 너무나 마음에 듭니다.색상도 유광의 메탈릭 실버 색상이고 내부수납이 사용자 편의에 신경쓴 게 너무나도 잘 느껴집니다.상냉장, 하냉동 방식의 4도어이며 매직 스페이스, 거대한 홈바 하나가 위치합니다.기스나 스크래치 등 전혀 없으며 너무 만족하고 잘 쓰겠습니다.감사합니다.",100점,G마켓,2020.05.22.,pt****
